District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
KOINADUGU,TAMISO,Kamathoi MCHP,KAMATHOIE (TAMISO),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,86,2308-2-05233,Old
KOINADUGU,TAMISO,Kamathoi MCHP,KANONKOH (TAMISO),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,76,2308-2-05242,Old
KOINADUGU,TAMISO,Karasa MCHP,KARASA (TAMISO),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,115,9999-9-99999,New
KOINADUGU,TAMISO,Kasanikoro CHC,KABO LIMBA (TAMISO),CHRIST STANDARD PRIMARY SCHOOL_2026_new,35,2308-2-05234,Old
KOINADUGU,TAMISO,Kasanikoro CHC,KABOREH (TAMISO),CHRIST STANDARD PRIMARY SCHOOL_2026_new,72,2308-2-05241,Old
KOINADUGU,TAMISO,Kasanikoro CHC,KAHANKARAY (TAMISO),CHRIST STANDARA PRIMARY SCHOOL_2026_new,213,2308-2-05229,Old
KOINADUGU,TAMISO,Kasanikoro CHC,KAHATHA (KASUNKO KAKELLIAN),CHRIST STANDARD PRIMARY SCHOOL_2026_new,169,2305-2-13146,Old
KOINADUGU,TAMISO,Kasanikoro CHC,KAMAYABEREH (TAMISO),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,86,2308-2-05240,Old
KOINADUGU,TAMISO,Kasanikoro CHC,KANATORTOR (KASUNKO KAKELLIAN),CHRIST STANDARD PRIMARY SCHOOL KANATORTOR_2026_new,93,2305-2-05086,Old
KOINADUGU,TAMISO,Kasanikoro CHC,KASINIKORO (TAMISO),DISTRICT EDUCATION PRIMARY SCHOOL_2026_new,193,2308-2-05231,Old
KOINADUGU,TAMISO,Kasanikoro CHC,MONGO WEREDALA (KASUNKO KAKELLIAN),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,148,2305-2-05101,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,BAFODIA,ALHARARRKAN PRIMARY SCHOOL BAFODIA_2026_new,223,2309-2-05245,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,BAFODIA (WARA WARA BAFODIA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,192,2309-2-05246,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,BAFODIA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,301,2309-2-05247,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,KAMADAIN DAINA (WARA WARA BAFODIA),AL-HARRKAN PRIMARY SCHOOL_2026_new,130,2309-2-05258,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,KAPONPOH (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,215,2309-2-05267,Old
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KADANSO,WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,286,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KAKONSO,ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,187,2309-2-05252,Old
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KAYEMBON,ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,145,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KAYENDA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,229,2309-2-05253,Old
KOINADUGU,WARA WARA BAFODIA,Kakondobi MCHP,KAKONDOBI (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,270,2309-2-05264,Old
KOINADUGU,WARA WARA BAFODIA,Kakondobi MCHP,KAKONDOBI (WARA WARA BAFODIA),ALHARARRKAN PRIMARY SCHOOL BAFODIA_2026_new,219,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Kakoya MCHP,KAKOYA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,137,2309-2-05257,Old
KOINADUGU,WARA WARA BAFODIA,Kakoya MCHP,KAMAGBENGBE (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,141,2309-2-05259,Old
KOINADUGU,WARA WARA BAFODIA,Kakoya MCHP,KASAIPAINA (WARA WARA BAFODIA),"AL-HARRKAN PRIMARY SCHOOL,_2026_new",142,2309-2-05255,Old
KOINADUGU,WARA WARA BAFODIA,Kapakie MCHP,KAMAKUMBA (WARA WARA BAFODIA),"N.B.C. PRIMARY SCHOOL, KAMAKUMBA_2026_new",165,2309-2-05260,Old
KOINADUGU,WARA WARA BAFODIA,Kapakie MCHP,KAMAKUMBA (WARA WARA BAFODIA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,292,2309-2-05262,Old
KOINADUGU,WARA WARA BAFODIA,Sakuta MCHP,KAKAMBA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,157,2309-2-05254,Old
KOINADUGU,WARA WARA BAFODIA,Sakuta MCHP,SAKUTA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,275,2309-2-05256,Old
KOINADUGU,WARA WARA BAFODIA,Sakuta MCHP,KADANKAN (WARA WARA BAFODIA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,339,2309-2-05268,Old
KOINADUGU,WARA WARA BAFODIA,Semamayia MCHP,SEREDUGU,WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,145,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Semamayia MCHP,SEIMANAYA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY_2026_new,192,2309-2-05270,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,ALUSANIYA,CRC KADIA PRIMARY SCHOOL_2026_new,42,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,HEREMAKONO (WARA WARA YAGALA),BINTA'S ANGEL PRIMARY SCHOOL_2026_new,95,2310-2-05289,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,HEREMAKONO (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,294,2310-2-05290,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,IGAIA (WARA WARA YAGALA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,200,2310-2-05338,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,MAKURA,SERVICES ALUSANIYA PRIMARY SCHOOL_2026_new,131,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,MAKURA,SUNDAY FOUNDATION PRIMARY SCHOOL_2026_new_new,270,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,BADAINBAYA (WARA WARA YAGALA),NURUL ISLAMIC PRIMARY SCHOOL_2026_new,274,2310-2-05310,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,BANKOLIA KABALA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,271,2310-2-05276,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,BILLIMAIA (WARA WARA YAGALA),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,205,2310-2-05322,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA (WARA WARA YAGALA),ANSARUL ISLAMIC PRIMARY SCHOOL_2026_new,264,2310-2-05319,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA (WARA WARA YAGALA),MODERN FOUNDATION ACADEMY PRIMARY SCHOOL_2026_new,275,2309-2-05272,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA BILIMAIA (WARA WARA YAGALA),THE LORD'S MISSION PRIMARY SCHOOL_2026_new,175,2310-2-05281,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA CENTRAL (WARA WARA YAGALA),BINTUMANI HIGH PRIMARYSCHOOL_2026_new,134,2310-2-13634,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA CENTRAL (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL JUNIOR_2026_new,252,2310-2-05334,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA CENTRAL (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR_2026_new,418,2310-2-05321,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA ISMAIA ROAD (WARA WARA YAGALA),MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL_2026_new,130,2310-2-05320,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA ISMAIA ROAD (WARA WARA YAGALA),UNITED METHODIST CHURCH PRIMARY SCHOOL_2026_new,165,2310-2-05278,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KARAKOR SOKURALLA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,324,2310-2-05305,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO (WARA WARA YAGALA),SAINT JOSEPH CATHOLIC PRIMARY SCHOOL KATHOMBO II_2026_new,397,2310-2-05326,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),COMATEH PRIMARY SCHOOL_2026_new,159,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),GLORY INTERNATIONAL PRIMARY SCHOOL_2026_new,38,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),KABALA SCHOOL FOR THE BLIND_2026_new,41,2310-2-05327,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),MAF JAY PRIMARY SCHOOL_2026_new,188,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),NASARRET PRIMARY SCHOOL_2026_new,223,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),SAMASAS ACCADEMY PRIMARY SCHOOL_2026_new,68,2310-2-05294,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KUREKUNEMAN VILLAGE (WARA WARA YAGALA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,207,2310-2-13638,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,ONE MILE RD. (WARA WARA YAGALA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,217,2310-2-13637,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,ONE MILE (WARA WARA YAGALA),SIERRA LEONE MUSLIMBROTHERHOOD PRIMARY SCHOOL_2026_new,200,2310-2-13694,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,SANGAI COMPOUND (WARA WARA YAGALA),ALBART KORIO MEMORIAL PRIMARY SCHOOL_2026_new,247,2310-2-13636,Old
KOINADUGU,WARA WARA YAGALA,Kayakor MCHP,KAYAKOH 1,ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,265,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Konkoba MCHP,KONKOBA (WARA WARA YAGALA),KI PRIMARY SCHOOL_2026_new,317,2310-2-05301,Old
KOINADUGU,WARA WARA YAGALA,Konkoba MCHP,KONKOBA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,317,2310-2-05301,Old
KOINADUGU,WARA WARA YAGALA,Mamudiakoro MHCP,AFFIA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,386,2310-2-05308,Old
KOINADUGU,WARA WARA YAGALA,Mamudiakoro MHCP,MAMUDIAKURA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,274,2310-2-05306,Old
KOINADUGU,WARA WARA YAGALA,Mamudiakoro MHCP,SULAYIMANIA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,203,2310-2-05304,Old
KOINADUGU,WARA WARA YAGALA,Sarakoh MCHP,BENDUKURA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,73,2310-2-05288,Old
KOINADUGU,WARA WARA YAGALA,Sarakoh MCHP,SARAKOH (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,200,2310-2-05340,Old
KOINADUGU,WARA WARA YAGALA,Senekedugu,KANUKA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,222,2310-2-05287,Old
KOINADUGU,WARA WARA YAGALA,Senekedugu,SENEKUDUGU (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL_2026_new,397,2310-2-05303,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,CEMETERY ROAD (WARA WARA YAGALA),FORUM FOR AFRICAN WOMEN EDUCATIONIST PRIMARY SCHOOL_2026_new,68,2310-2-05312,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA CEMETERY ROAD (WARA WARA YAGALA),EBENEZER COMPREHENSIVE PRIMARY SCHOOL_2026_new,109,2310-2-05314,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),ABIE'S PEDDLE PRIMARY SCHOOL_2026_new,377,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),BAPTIST PRIMARY SCHOOL NBC)_2026_new,97,2310-2-05285,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),ROCK YOUR BABY PRIMARY SCHOOL_2026_new,67,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY SCHOOL._2026_new,944,2310-2-05286,Old
KOINADUGU,WARA WARA YAGALA,Yataya CHP,KAMASA,ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,245,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Yataya CHP,KATHAWUYA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,127,2310-2-05296,Old
KOINADUGU,WARA WARA YAGALA,Yataya CHP,YATAYA/ YAGALA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,211,2310-2-05328,Old
BONTHE,BENDUCHA,BENDU CHC,BENDU,UMC PRIMARY SCHOOL - BENDU_2026_new,194,9999-9-99999,Old
BONTHE,BENDUCHA,MINDOHUN MCHP,MINDOHUN,DEC PRIMARY SCHOOL -MINDOHUN_2026_new,209,9999-9-99999,Old
BONTHE,BENDUCHA,MINDOHUN MCHP,MOKAINWA,SOLAR GRACE PRIMARY SCHOOL-MOKAINWA_2026_new,264,9999-9-99999,Old
BONTHE,BENDUCHA,TAIGBE CHP,TAIGBE,RC PRIMARY SCHOOL-TAIGBE_2026_new,219,9999-9-99999,Old
BONTHE,BENDUCHA,TAIGBE CHP,KPENDEHUN VILLAGE,ICS PRIMARY SCHOOL-KPENDEHUN VILLAGE_2026_new,233,9999-9-99999,Old
BONTHE,BENDUCHA,GIEBINA CHP,MALEMA,DEC PRIMARY SCHOOL -MALEMA_2026_new,113,9999-9-99999,Old
BONTHE,BENDUCHA,GIEBINA CHP,MOMOYA,UMC PRIMARY SCHOOL - MOMOYA_2026_new,157,9999-9-99999,Old
BONTHE,BENDUCHA,MO-DAVIES,KONDOR,DEC PRIMARY SCHOOL -KONDOR_2026_new,250,9999-9-99999,Old
BONTHE,BENDUCHA,MO-DAVIES,MOCHARLES,UBC PRIMARY SCHOOL-MOCHARLES_2026_new,225,9999-9-99999,Old
BONTHE,BENDUCHA,MO-DAVIES,NGIYEHUN,ICS PRIMARY SCHOOL-NGIYEHUN_2026_new,132,9999-9-99999,Old
BONTHE,BMC,BONTHE UNDER 5 CLINIC,BMC,ICS PRIMARY SCHOOL-BMC_2026_new,357,9999-9-99999,Old
BONTHE,BMC,BONTHE UNDER 5 CLINIC,BMC,DEC PRIMARY SCHOOL-BMC_2026_new,254,9999-9-99999,Old
BONTHE,BMC,SLRCS CHP,BMC,UMC PRIMARY SCHOOL-BMC_2026_new,324,9999-9-99999,Old
BONTHE,BMC,SLRCS CHP,BMC,MINIMUL PRIMARY SCHOOL-BMC_2026_new,338,9999-9-99999,Old
BONTHE,BMC,ST JOSEPH CHP,BMC,ST JOSEPH PRIMARY SCHOOL - BMC_2026_new,131,9999-9-99999,Old
BONTHE,BMC,ST JOSEPH CHP,BMC,ST PATRICK PRIMARY SCHOOL-BMC_2026_new,108,9999-9-99999,Old
BONTHE,BMC,ST JOSEPH CHP,BMC,SIERRA LEONE CHURCH AMALGAMATED PRIMARY SCHOOL_2026_new,349,9999-9-99999,Old
BONTHE,BMC,YORK ISLAND CHP,YORK ISLAND,SLC PRIMARY SCHOOL- YORK ISLAND_2026_new,98,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MADINA,DEC PRIMARY SCHOOL-MADINA_2026_new,495,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MADINA,METHODIST PRIMARY SCHOOL-MADINA_2026_new,219,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,LEVUMA,NATIONAL ISLAMIC PRIMARY SCHOOL-LEVUMA_2026_new,344,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,GBESSEH,MISSION FOR SOULS PRIMARY SCHOOL-GBESSEH_2026_new,88,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MOTIA 1,SLMB PRIMARY SCHOOL-MOTIA 1_2026_new,244,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,KPANDEBU,SLMB PRIMARY SCHOOL-KPANDEBU_2026_new,357,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MADINA,SLMB PRIMARY SCHOOL -MADINA_2026_new,352,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MALEMA,METHODIST PRIMARY SCHOOL-MALEMA_2026_new,337,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,YORNIE,SLMB PRIMARY SCHOOL -YORNIE_2026_new,273,9999-9-99999,Old
BONTHE,BUM,KARLEH MCHP,KARLEH,ICS PRIMARY SCHOOL-KARLEH_2026_new,236,9999-9-99999,Old
BONTHE,BUM,SOGBALLEH CHP,SOGBALLEH,ICS PRIMARY SCHOOL-SOGBALLEH_2026_new,474,9999-9-99999,Old
BONTHE,BUM,SOGBALLEH CHP,BENGEH,SLMB PRIMARY SCHOOL-BENGEH_2026_new,317,9999-9-99999,Old
BONTHE,BUM,NGEPEHUN CHP,NGEPEHUN,RC PRIMARY SCHOOL-NGEPEHUN_2026_new,310,9999-9-99999,Old
BONTHE,BUM,NGEPEHUN CHP,JUDIA,ICS PRIMARY SCHOOL-JUDIA_2026_new,235,9999-9-99999,Old
BONTHE,BUM,NGEPEHUN CHP,TONGIA,SLUIM PRIMARY SCHOOL-TONGIA_2026_new,255,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,NYADEHUN 3,NEW APOSTOLIC PRIMARY SCHOOL-NYADEHUN 3_2026_new,243,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,MENDE,NEW Life ACADEMY PRIMARY SCHOOL-MENDE_2026_new,98,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,KANGA,RC PRIMARY SCHOOL-KANGA_2026_new,239,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,MANIA,MANIA COMMUNITY PRIMARY SCHOOL-MANIA_2026_new,272,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,ISLAMIC CALL SOCIETY PRIMARY SCHOOL,ISLAMIC CALL SOCIETY PRIMARY SCHOOL_2026_new,229,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,NGESSEHUN,RC PRIMARY SCHOOL-NGESSEHUN_2026_new,249,9999-9-99999,Old
BONTHE,BUM,MAAMI CHP,SIMBARU,RC PRIMARY SCHOOL-SIMBARU_2026_new,381,9999-9-99999,Old
BONTHE,BUM,MAAMI CHP,MAAMI,RC PRIMARY SCHOOL-MAAMI_2026_new,347,9999-9-99999,Old
BONTHE,BUM,MAAMI CHP,BENDU,SLMB PRIMARY SCHOOL-BENDU_2026_new,277,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,METHODIST PRIMARY SCHOOL-TORMA_2026_new,244,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,SLMB PRIMARY SCHOOL-TORMA_2026_new,152,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,NATIONAL ISLAMIC PRIMARY SCHOOL-TORMA_2026_new,274,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,KELLEH,COMMUNITY PRIMARY SCHOOL-KELLEH_2026_new,75,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,WAAH,DEC PRIMARY SCHOOL-WAAH_2026_new,57,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,RC PRIMARY SCHOOL-TORMA_2026_new,125,9999-9-99999,Old
BONTHE,BUM,TASSOR CHP,TASSOR,DEC PRIMARY SCHOOL-TASSOR_2026_new,270,9999-9-99999,Old
BONTHE,BUM,TASSOR CHP,FAKONO,DEC PRIMARY SCHOOL-FAKONO_2026_new,182,9999-9-99999,Old
BONTHE,DEMA,TOMBAY CHP,TOMBAY,DEC PRIMARY SCHOOL-TOMBAY_2026_new,229,9999-9-99999,Old
BONTHE,DEMA,TISSANA CHC,YELLEH,DEC PRIMARY SCHOOL-YELLEH_2026_new,218,9999-9-99999,Old
BONTHE,DEMA,TISSANA CHC,NYANGAI,DEC PRIMARY SCHOOL-NYANGAI_2026_new,161,9999-9-99999,Old
BONTHE,DEMA,TISSANA CHC,TISSANA,RC PRIMARY SCHOOL-TISSANA_2026_new,430,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,130,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,MOOTHI,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-MOOTHI_2026_new,180,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,BARKAY,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-BARKAY_2026_new,100,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,SHE,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-SHE_2026_new,200,9999-9-99999,Old
BONTHE,DEMA,BAOMA MCHP,BAOMA,UMC PRIMARY SCHOOL-BAOMA_2026_new,437,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAIA CHC,GBANGBAIA,UBC PRIMARY SCHOOL-GBANGBAIA_2026_new,482,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAIA CHC,SEMABU,ICS PRIMARY SCHOOL-SEMABU_2026_new,252,9999-9-99999,Old
BONTHE,IMPERI,MOKEPAY CHP,MOKEPAY,SLMB PRIMARY SCHOOL-MOKEPAY_2026_new,154,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,GBANGBAMA,UBC PRIMARY SCHOOL- GBANGBAMA_2026_new,109,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,FOINDA,SLMB PRIMARY -FOINDA_2026_new,95,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,MADINA,UBC PRIMARY SCHOOL -MADINA_2026_new,182,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,YANGATOKE,KANKALAY ISLAMIC PRIMARY SCHOOL-YANGATOKE_2026_new,125,9999-9-99999,Old
BONTHE,IMPERI,GAINDEMA CHP,GAINDEMA,RC PRIMARY SCHOOL -GAINDEMA_2026_new,153,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,VICTORIA,UBC PRIMARY SCHOOL-VICTORIA_2026_new,274,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,MATAKAN,DEC PRIMARY SCHOOL-MATAKAN_2026_new,208,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,BOBASENI,KANKALAY ISLAMIC PRIMARY SCHOOL-BOBASENI_2026_new,155,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,TAESSOR,ICS PRIMARY SCHOOL-TAESSOR_2026_new,66,9999-9-99999,Old
BONTHE,IMPERI,YARGOI CHC,MOMALIGIE,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL- MOMALIGIE_2026_new,171,9999-9-99999,Old
BONTHE,IMPERI,YARGOI CHC,KANKAYLAY ISLAMIC PRIMARY SCHOOL,KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,185,9999-9-99999,Old
BONTHE,IMPERI,YARGOI CHC,YARGOI,RC PRIMARY SCHOOL-YARGOI_2026_new,312,9999-9-99999,Old
BONTHE,IMPERI,JANGALLOR CHP,JANGALLOR,UBC PRIMARY SCHOOL-JANGALLOR_2026_new,158,9999-9-99999,Old
BONTHE,IMPERI,JANGALLOR CHP,MOKING,COMMUNITY PRIMARY SCHOOL-MOKING_2026_new,92,9999-9-99999,Old
BONTHE,IMPERI,JANGALLOR CHP,GBANAGBA,SLMB PRIMARY SCHOOL-GBANAGBA_2026_new,112,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MBELEBU SECTION,ADAKOVIE PRIMARY SCHOOL-MBELEBU SECTION_2026_new,328,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,TORKPOI TOWN(Grace Memorial Pri Sch),EVERY NATION PRIMARY SCHOOL-TORKPOI TOWN(Grace Memorial Pri Sch)_2026_new,427,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,TORKPOI TOWN,EAGLE PRIMARY SCHOOL-TORKPOI TOWN_2026_new,385,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,TORKPOI TOWN,ADOLUSIA PRIMARY SCHOOL-TORKPOI TOWN_2026_new,350,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MATTA SECTION,UBC PRIMARY SCHOOL -MATTA SECTION_2026_new,429,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,ANZARUL PRIMARY SCHOOL_2026_new,178,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,EVERY NATION/AA PRIMARY SCHOOL_2026_new,294,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,KANKALAY PRIMARY SCHOOL_2026_new,286,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,ICS PRIMARY SCHOOL_2026_new,481,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,CLJC PRIMARY SCHOOL_2026_new,254,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,RC BOYS PRIMARY SCHOOL_2026_new,411,9999-9-99999,Old
